StringID	Type	x	y	ddmand	pdemand	dvol	pvol	ReadyTime	DueDate	ServiceTime
C40	c	35.0	30.0	10.0	18.0	0.22	0.12	58.0	284.0	90.0
C41	c	35.0	32.0	10.0	16.0	0.08	0.13	19.0	260.0	90.0
C42	c	33.0	32.0	20.0	2.0	0.30	0.27	162.0	366.0	90.0
C43	c	33.0	35.0	10.0	15.0	0.12	0.11	699.0	939.0	90.0
C44	c	32.0	30.0	10.0	19.0	0.41	0.27	231.0	481.0	90.0
C45	c	30.0	30.0	10.0	24.0	0.08	0.38	339.0	557.0	90.0
C46	c	30.0	32.0	30.0	9.0	0.41	0.39	504.0	762.0	90.0
C47	c	30.0	35.0	10.0	8.0	0.42	0.48	614.0	838.0	90.0
C48	c	28.0	30.0	10.0	27.0	0.07	0.10	425.0	655.0	90.0
C49	c	28.0	35.0	10.0	19.0	0.14	0.45	876.0	1126.0	90.0
C50	c	26.0	32.0	10.0	7.0	0.35	0.48	844.0	1054.0	90.0
C51	c	25.0	30.0	10.0	6.0	0.43	0.17	723.0	989.0	90.0
C52	c	25.0	35.0	10.0	26.0	0.04	0.04	883.0	1124.0	90.0
C53	c	44.0	5.0	20.0	23.0	0.09	0.20	324.0	624.0	90.0
C54	c	42.0	10.0	40.0	26.0	0.39	0.12	724.0	954.0	90.0
C55	c	42.0	15.0	10.0	28.0	0.49	0.22	817.0	1051.0	90.0
C56	c	40.0	5.0	30.0	0.0	0.09	0.00	261.0	499.0	90.0
C57	c	40.0	15.0	40.0	27.0	0.49	0.10	813.0	1111.0	90.0
C58	c	38.0	5.0	30.0	3.0	0.37	0.21	159.0	417.0	90.0
C59	c	38.0	15.0	10.0	10.0	0.07	0.09	36.0	269.0	90.0
C60	c	35.0	5.0	20.0	25.0	0.36	0.48	110.0	339.0	90.0
C61	c	50.0	30.0	10.0	26.0	0.25	0.47	784.0	1123.0	90.0
C62	c	50.0	35.0	20.0	4.0	0.35	0.43	79.0	319.0	90.0
C63	c	50.0	40.0	50.0	1.0	0.08	0.36	15.0	295.0	90.0
C64	c	48.0	30.0	10.0	6.0	0.38	0.50	170.0	418.0	90.0
C65	c	48.0	40.0	10.0	5.0	0.43	0.33	13.0	302.0	90.0
C66	c	47.0	35.0	10.0	4.0	0.49	0.06	884.0	1129.0	90.0
C67	c	47.0	40.0	10.0	25.0	0.10	0.50	13.0	312.0	90.0
C68	c	45.0	30.0	10.0	22.0	0.02	0.43	254.0	520.0	90.0
C69	c	45.0	35.0	10.0	23.0	0.36	0.41	344.0	620.0	90.0
C70	c	95.0	30.0	30.0	29.0	0.33	0.46	309.0	525.0	90.0
C71	c	95.0	35.0	20.0	23.0	0.03	0.36	387.0	637.0	90.0
C72	c	53.0	30.0	10.0	19.0	0.44	0.36	828.0	1030.0	90.0
C73	c	92.0	30.0	10.0	0.0	0.46	0.00	187.0	485.0	90.0
C74	c	53.0	35.0	50.0	28.0	0.02	0.41	20.0	276.0	90.0
C75	c	45.0	65.0	20.0	28.0	0.18	0.12	16.0	317.0	90.0
C76	c	90.0	35.0	10.0	29.0	0.11	0.08	479.0	735.0	90.0
C77	c	88.0	30.0	10.0	2.0	0.26	0.28	435.0	699.0	90.0
C78	c	88.0	35.0	20.0	21.0	0.32	0.31	569.0	829.0	90.0
C79	c	87.0	30.0	10.0	23.0	0.45	0.32	355.0	597.0	90.0
C80	c	85.0	25.0	10.0	0.0	0.19	0.00	557.0	769.0	90.0
C81	c	85.0	35.0	30.0	14.0	0.32	0.25	667.0	917.0	90.0
C82	c	75.0	55.0	20.0	5.0	0.07	0.51	355.0	633.0	90.0
C83	c	72.0	55.0	10.0	14.0	0.20	0.27	463.0	711.0	90.0
C84	c	70.0	58.0	20.0	6.0	0.03	0.06	560.0	800.0	90.0
C85	c	68.0	60.0	30.0	7.0	0.48	0.10	628.0	918.0	90.0
C86	c	66.0	55.0	10.0	27.0	0.46	0.05	71.0	343.0	90.0
C87	c	65.0	55.0	20.0	27.0	0.28	0.36	26.0	263.0	90.0
C88	c	65.0	60.0	30.0	19.0	0.39	0.31	748.0	984.0	90.0
C89	c	63.0	58.0	10.0	23.0	0.39	0.26	838.0	1080.0	90.0
C90	c	60.0	55.0	10.0	15.0	0.19	0.08	21.0	274.0	90.0
C91	c	60.0	60.0	10.0	24.0	0.33	0.32	781.0	1123.0	90.0
C92	c	67.0	85.0	20.0	7.0	0.09	0.48	367.0	611.0	90.0
C93	c	65.0	85.0	40.0	29.0	0.36	0.18	439.0	723.0	90.0
C94	c	65.0	82.0	10.0	6.0	0.46	0.46	284.0	506.0	90.0
C95	c	62.0	80.0	30.0	23.0	0.38	0.39	191.0	413.0	90.0
C96	c	60.0	80.0	10.0	16.0	0.28	0.44	75.0	345.0	90.0
C97	c	60.0	85.0	30.0	2.0	0.04	0.13	551.0	801.0	90.0
C98	c	58.0	75.0	20.0	11.0	0.25	0.50	80.0	348.0	90.0
C99	c	55.0	80.0	10.0	15.0	0.12	0.44	744.0	988.0	90.0
C100	c	55.0	85.0	20.0	13.0	0.13	0.07	662.0	880.0	90.0
S0	f	40.0	50.0	0.0	0.0	0.0	0.0	0.0	1236.0	0.0
S1	f	73.0	52.0	0.0	0.0	0.0	0.0	0.0	1236.0	0.0
S2	f	90.0	55.0	0.0	0.0	0.0	0.0	0.0	1236.0	0.0
S3	f	55.0	79.0	0.0	0.0	0.0	0.0	0.0	1236.0	0.0
S4	f	69.0	89.0	0.0	0.0	0.0	0.0	0.0	1236.0	0.0
S5	f	32.0	80.0	0.0	0.0	0.0	0.0	0.0	1236.0	0.0
S6	f	39.0	96.0	0.0	0.0	0.0	0.0	0.0	1236.0	0.0
S7	f	23.0	80.0	0.0	0.0	0.0	0.0	0.0	1236.0	0.0
S8	f	4.0	83.0	0.0	0.0	0.0	0.0	0.0	1236.0	0.0
S9	f	18.0	58.0	0.0	0.0	0.0	0.0	0.0	1236.0	0.0
S10	f	1.0	56.0	0.0	0.0	0.0	0.0	0.0	1236.0	0.0
S11	f	13.0	31.0	0.0	0.0	0.0	0.0	0.0	1236.0	0.0
S12	f	-5.0	38.0	0.0	0.0	0.0	0.0	0.0	1236.0	0.0
S13	f	26.0	37.0	0.0	0.0	0.0	0.0	0.0	1236.0	0.0
S14	f	28.0	13.0	0.0	0.0	0.0	0.0	0.0	1236.0	0.0
S15	f	39.0	31.0	0.0	0.0	0.0	0.0	0.0	1236.0	0.0
S16	f	48.0	11.0	0.0	0.0	0.0	0.0	0.0	1236.0	0.0
S17	f	59.0	17.0	0.0	0.0	0.0	0.0	0.0	1236.0	0.0
S18	f	73.0	23.0	0.0	0.0	0.0	0.0	0.0	1236.0	0.0
S19	f	74.0	32.0	0.0	0.0	0.0	0.0	0.0	1236.0	0.0
S20	f	90.0	44.0	0.0	0.0	0.0	0.0	0.0	1236.0	0.0
